Reference,Invoice,External Reference,Create Date,Validated Date,Amount Usd,Fee amount USD,Local Amount,Local Fee Amount,Local VAT,Local Original Amount,Local Currency,Exchange Rate,Country,User account,EXTRAE,Payment Method,Payment Method Name,Payment Method Type,Status
T-57873-6ee4282b-1cc5-4466-9f67-d8f86368a43c,BR-P1-12-852986,11176023002OA6HJ3V0C,2023-02-03 14:22:32,2023-02-03 14:22:31,77.21,2.47,420.0,13.44,0.0,0.0,BRL,5.4191,BR,b1571730-4df0-11ec-a06a-23606155eb67,1-12,NO ESTABA NOV,NO ESTABA DIC,NO ESTABA ENE,EL
D-57873-ee7c8d31-8fcb-4bd1-8054-e92ad7ad8fd1,BR-P2-1-804355,QRS1TXENDJLSMSQIFCMVMFFWB8PFET5TUBN,2023-02-03 14:44:47,0,26.06,1.02,141.43,5.5158,0.0,0.0,BRL,5.4072,BR,ed35673b-cdc0-46a2-bd71-4273ad1c779a,2-1-,NO ESTABA NOV,NO ESTABA DIC,NO ESTABA ENE,PQ
T-57873-9ee3605f-3e51-4814-8a13-b4a873fe24b7,BR-P2-12-253124,2e9ad721-26a4-44f4-8f47-50eadf5a0da8,2023-02-03 15:56:18,2023-02-03 15:56:18,217.88,6.97,1188.0,38.016,0.0,0.0,BRL,5.432,BR,e91c56a9-1e9f-49e8-a966-a61863fe97a2,2-12,NO ESTABA NOV,NO ESTABA DIC,NO ESTABA ENE,MC
D-57873-153002e0-5229-4538-9a44-77050540d60d,BR-P1-1-981361,QRS1TXWCCADQBFBNLM78HELI7YXWUEDIJ8S,2023-02-03 16:14:10,2023-02-03 16:15:07,9.17,0.36,50.0,1.95,0.0,0.0,BRL,5.4308,BR,3a53bad5-b9bb-45e3-b349-5fb7a186b236,1-1-,NO ESTABA NOV,ESTABA DIC,NO ESTABA ENE,PQ
D-57873-264093c0-b8a2-4f59-8810-abdf9d64b63a,BR-P1-1-352706,QRS1TXN3CVSHBDJQXFKCBSXRUM4RHACCYIH,2023-02-03 16:40:43,2023-02-03 16:42:37,9.15,0.36,50.0,1.95,0.0,0.0,BRL,5.4415,BR,e37c1638-9298-40c2-a44b-d5eaaf3bb2f0,1-1-,NO ESTABA NOV,NO ESTABA DIC,NO ESTABA ENE,PQ
T-57873-c2d9cd85-ee2a-4b31-8211-1ccbeea21241,BR-P2-1-623247,aaa8cb8b-0183-4005-847e-974e7989be52,2023-02-03 18:45:52,2023-02-03 18:45:51,25.9,0.83,141.43,4.5258,0.0,0.0,BRL,5.4407,BR,1eb14f88-89e6-43fe-ae8f-2c70b0348e4c,2-1-,NO ESTABA NOV,ESTABA DIC,NO ESTABA ENE,VI
D-57873-8cd5bb5b-017f-4518-9a4c-2d9ebd63643b,BR-P1-1-845759,QRS1TXGA2STXQZRX5Z4N8DLEJVANVXU9JUA,2023-02-03 19:46:39,0,9.15,0.36,50.0,1.95,0.0,0.0,BRL,5.4465,BR,06b0ecc0-4692-11ec-824d-a197f1b7a0bb,1-1-,ESTABA NOV,ESTABA DIC,NO ESTABA ENE,PQ
T-57873-e8517991-c1f0-4e89-95fc-f7fab5ba1526,BR-P1-12-678114,7f01414c-531c-43c0-a2da-bf9ccb6288ff,2023-02-03 20:27:51,2023-02-03 20:27:51,76.78,2.46,420.0,13.44,0.0,0.0,BRL,5.4494,BR,b1ec2f6a-3391-4768-a2e4-afd12331d8de,1-12,NO ESTABA NOV,NO ESTABA DIC,NO ESTABA ENE,MC
D-57873-e45f630d-d569-4dc8-bbf0-e6aca391c811,BR-P1-12-995276,QRS1TX2CSYDBBSOBUG1GJLIR4PFQI7D0EHG,2023-02-03 20:28:42,0,76.78,2.99,420.0,16.38,0.0,0.0,BRL,5.4494,BR,7c86573c-3029-4aea-af16-184aadfadec2,1-12,NO ESTABA NOV,ESTABA DIC,NO ESTABA ENE,PQ
D-57873-ab36e5a5-311c-4eda-ae06-1faedb1d50ec,BR-P1-1-531726,QRS1TXEGEUHKKFP5FA1EEG2RBUKOGC0T2XS,2023-02-03 20:29:48,2023-02-03 20:30:25,9.15,0.36,50.0,1.95,0.0,0.0,BRL,5.4464,BR,7c86573c-3029-4aea-af16-184aadfadec2,1-1-,NO ESTABA NOV,ESTABA DIC,NO ESTABA ENE,PQ
T-57873-aeddeac6-2bf8-4aa6-87a4-f610fda62351,MX-P1-12-604332,920132845539,2023-02-03 20:53:51,2023-02-03 20:53:50,82.97,2.66,1668.0,53.376,0.0,0.0,MXN,20.1033,MX,fe40d190-0056-439a-9c47-1fee16585c7a,1-12,NO ESTABA NOV,NO ESTABA DIC,NO ESTABA ENE,MC
T-57873-d6b1bcb5-a11d-4393-858e-d1db7444a5b4,BR-P1-12-471653,f5f607b2-f95b-45cb-a21f-473f97ab40ff,2023-02-03 21:50:34,2023-02-03 21:50:34,76.89,2.46,420.0,13.44,0.0,0.0,BRL,5.4418,BR,a0a5c2df-33e4-4d0e-a8f2-a802eab73e0f,1-12,NO ESTABA NOV,NO ESTABA DIC,NO ESTABA ENE,MC
D-57873-2b6d61f4-6837-4ee2-8958-5f779a778f6d,BR-P1-1-472732,QRS1TXLNLUYXICISSVFDGERFNCZY4QLMWKU,2023-02-03 22:58:24,2023-02-03 23:15:22,9.15,0.36,50.0,1.95,0.0,0.0,BRL,5.4418,BR,a20ef5db-ed41-44a4-91a5-fb6bc501aee7,1-1-,NO ESTABA NOV,NO ESTABA DIC,NO ESTABA ENE,PQ
T-57873-a4061257-10bb-4f1f-8bbb-d16ac2256746,BR-P2-3-570793,c7a99d90-d8c0-4dde-bc5e-25bc41e6aab6,2023-02-03 23:43:42,2023-02-03 23:43:41,69.91,2.24,381.87,12.2198,0.0,0.0,BRL,5.4418,BR,f6e73240-89d7-11eb-9f43-bf4a46c80f5b,2-3-,NO ESTABA NOV,NO ESTABA DIC,NO ESTABA ENE,VI
T-57873-e2b57645-076e-4a8f-adae-fe1af3b4db7e,MX-P1-12-744919,730127291048,2023-02-04 0:41:25,2023-02-04 0:41:25,82.9,2.65,1668.0,53.376,0.0,0.0,MXN,20.1217,MX,0da57b71-e5d7-40ee-bc07-cffda1c33a89,1-12,NO ESTABA NOV,NO ESTABA DIC,NO ESTABA ENE,MC
T-57873-04d4ce02-b789-431c-8d5a-60c9ba5eea43,CL-P2-1-858844,252955,2023-02-04 0:58:59,2023-02-04 0:58:56,33.84,1.39,28570.0,1171.37,0.0,0.0,CLP,844.2911,CL,ac63b140-82e2-11ec-b526-bfa5f4f8d8f0,2-1-,NO ESTABA NOV,NO ESTABA DIC,NO ESTABA ENE,MC
T-57873-26655cee-d5a3-447a-9fba-9ad066949fb6,MX-P1-1-726571,730127378860,2023-02-04 1:37:18,0,9.87,0.32,198.57,6.3542,0.0,0.0,MXN,20.1217,MX,5cf63853-04fc-412b-8007-0dad69f2b8ff,1-1-,NO ESTABA NOV,NO ESTABA DIC,NO ESTABA ENE,MD
T-57873-6082a635-fdcd-432d-a9a0-5779e30c2500,MX-P1-1-448724,730127382853,2023-02-04 1:39:49,2023-02-04 1:39:48,9.87,0.32,198.57,6.3542,0.0,0.0,MXN,20.1217,MX,5cf63853-04fc-412b-8007-0dad69f2b8ff,1-1-,NO ESTABA NOV,NO ESTABA DIC,NO ESTABA ENE,MD
D-57873-a5ae75fe-0d7a-4b3b-ac00-3b25085bf67a,BR-P1-1-843207,QRS1TXFKLWOGMSZO4BDZW8Y7O6T31FMQZBS,2023-02-04 2:23:35,2023-02-04 2:24:11,9.15,0.36,50.0,1.95,0.0,0.0,BRL,5.4418,BR,c1785960-1a6b-11ec-914a-e724dfd7b35b,1-1-,NO ESTABA NOV,ESTABA DIC,NO ESTABA ENE,PQ
T-57873-3f1665fc-a9a2-4dfa-9c63-4a797518cd1d,CO-P1-1-195334,0,2023-02-04 3:09:48,0,9.75,0.57,48571.0,2817.118,0.0,0.0,COP,4982.519,CO,c80577d0-7eb3-42fc-a4ed-76afaad5f0fb,1-1-,NO ESTABA NOV,NO ESTABA DIC,NO ESTABA ENE,MD
D-57873-58dee5a7-a691-465b-8024-afc5db217f69,BR-P1-1-186483,QRS1TXDQPBOI5MUQZ7JIRPCEGGT9M4VKAWG,2023-02-04 3:11:49,2023-02-04 3:12:34,9.15,0.36,50.0,1.95,0.0,0.0,BRL,5.4418,BR,0f797fbd-aa48-42ab-a645-df2d7ddfabd5,1-1-,ESTABA NOV,NO ESTABA DIC,ESTABA ENE,PQ
T-57873-269e0589-5621-4acb-a135-2da7acb486d8,CO-P1-1-126880,0,2023-02-04 3:14:09,0,9.75,0.57,48571.0,2817.118,0.0,0.0,COP,4982.519,CO,c80577d0-7eb3-42fc-a4ed-76afaad5f0fb,1-1-,NO ESTABA NOV,NO ESTABA DIC,NO ESTABA ENE,MD
T-57873-3b8fe46a-be9e-4bcd-bfa9-7520eef6e36b,CO-P1-1-784138,228688,2023-02-04 3:22:48,2023-02-04 3:22:48,9.75,0.57,48571.0,2817.118,0.0,0.0,COP,4982.519,CO,c80577d0-7eb3-42fc-a4ed-76afaad5f0fb,1-1-,NO ESTABA NOV,NO ESTABA DIC,NO ESTABA ENE,MD
D-57873-40f052b4-cbcd-4242-a59d-13e64856cf54,BR-P1-1-543524,QRS1TXXKHV3AL3NE0TICWCZWABBD4EHX7FQ,2023-02-04 4:06:01,2023-02-04 4:06:57,9.15,0.36,50.0,1.95,0.0,0.0,BRL,5.4418,BR,f74379f7-cad6-4f52-9377-ded77ffe128f,1-1-,NO ESTABA NOV,ESTABA DIC,NO ESTABA ENE,PQ
D-57873-a1628037-5c4a-4571-879a-fe73e0a0d729,BR-P1-1-982212,QRS1TX6J6ONBNKQXLM30EVUGFMR0LFQJBDU,2023-02-04 4:06:17,2023-02-04 4:07:46,9.15,0.36,50.0,1.95,0.0,0.0,BRL,5.4418,BR,73df83d3-eab2-40ba-bd07-1d357a76e3ed,1-1-,ESTABA NOV,ESTABA DIC,NO ESTABA ENE,PQ
T-57873-4160f4ea-7c62-472f-a7b4-a51690596775,MX-P1-12-513310,850130273201,2023-02-04 4:48:52,0,82.9,2.65,1668.0,53.376,0.0,0.0,MXN,20.1217,MX,a44bf2d0-7ee7-11ec-9cef-734e15d20eaa,1-12,NO ESTABA NOV,NO ESTABA DIC,NO ESTABA ENE,VD
T-57873-0a49d4eb-68e4-424d-92d1-229ce4f5ec38,MX-P1-12-510677,730127639900,2023-02-04 4:49:40,0,82.9,2.65,1668.0,53.376,0.0,0.0,MXN,20.1217,MX,a44bf2d0-7ee7-11ec-9cef-734e15d20eaa,1-12,NO ESTABA NOV,NO ESTABA DIC,NO ESTABA ENE,VD
T-57873-bf9e5037-3cb4-48ff-b321-bd793f161308,MX-P2-1-352819,820137802699,2023-02-04 6:30:41,0,28.33,0.91,570.0,18.24,0.0,0.0,MXN,20.1217,MX,d2fc2537-be9b-43dc-861e-02ff0d4c2e42,2-1-,NO ESTABA NOV,ESTABA DIC,ESTABA ENE,VD
T-57873-085aa99c-178e-4e87-93b7-d9e3dd1ceddf,MX-P1-1-304444,850130377857,2023-02-04 6:30:41,0,9.87,0.32,198.57,6.3542,0.0,0.0,MXN,20.1217,MX,6a3bf25d-5216-4314-b42c-4ac6f8fa36d8,1-1-,NO ESTABA NOV,NO ESTABA DIC,ESTABA ENE,VD
T-57873-142c88a3-d1ca-419a-be2e-087ff5287131,MX-P1-1-998730,850130377856,2023-02-04 6:30:41,0,9.87,0.32,198.57,6.3542,0.0,0.0,MXN,20.1217,MX,2018c280-f185-11eb-afe4-332e0fdbe120,1-1-,NO ESTABA NOV,NO ESTABA DIC,ESTABA ENE,VD
T-57873-3e31a526-736f-485b-814c-89df65838718,CO-P2-1-168806,0,2023-02-04 6:30:43,0,28.38,1.65,141429.0,8202.882,0.0,0.0,COP,4982.541,CO,a17fd8ff-b434-4d05-b781-4daf56411107,2-1-,NO ESTABA NOV,NO ESTABA DIC,ESTABA ENE,MD
T-57873-fcd50546-e1e1-49ec-b749-f58cf9c617a8,PA-P1-1-642426,DLPA0289000205003041,2023-02-04 6:30:43,0,10.0,0.5,10.0,0.495,0.0,0.0,USD,1.0,PA,061b10bc-a867-448c-8961-e23fa79acd3a,1-1-,NO ESTABA NOV,ESTABA DIC,ESTABA ENE,VD
T-57873-8dd686d6-c599-41cd-ba5a-787fcfe88249,BR-P2-1-201433,1910acfd-4805-434a-b6d8-39e1eca3e31a,2023-02-04 6:30:44,2023-02-04 6:30:43,25.89,0.83,141.43,4.5258,0.0,0.0,BRL,5.4418,BR,55ce6026-ef3d-4ebb-90af-147da1e404f1,2-1-,NO ESTABA NOV,ESTABA DIC,ESTABA ENE,MC
T-57873-0c9d9119-b27b-49d4-8f7e-e1045df15f5e,PA-P1-1-169427,DLPA0289000206003041,2023-02-04 6:30:44,2023-02-04 6:30:43,10.0,0.5,10.0,0.495,0.0,0.0,USD,1.0,PA,3f219cab-85ae-4762-8f52-59437dfce654,1-1-,NO ESTABA NOV,NO ESTABA DIC,ESTABA ENE,VD
T-57873-c4e5a3c8-2b77-4e61-985c-9c1f597e453f,CO-P2-1-263987,325220995,2023-02-04 6:30:45,0,28.38,1.65,141429.0,8202.882,0.0,0.0,COP,4982.541,CO,f529e530-2861-11ec-87be-152b58b92f30,2-1-,ESTABA NOV,NO ESTABA DIC,ESTABA ENE,VD
T-57873-fb154689-8623-4f9c-b64e-ebb444e36bae,BR-P2-1-581697,11176023002OB4E9N7LC,2023-02-04 6:30:46,0,25.89,0.83,141.43,4.5258,0.0,0.0,BRL,5.4418,BR,c7f9d689-2d35-4001-bde6-3101bd75576b,2-1-,NO ESTABA NOV,ESTABA DIC,ESTABA ENE,VI
T-57873-47f18317-689d-47a2-846b-645e7b3ca57e,BR-P1-12-188911,562e3ebc-3e5e-4245-8043-d8278fc5498b,2023-02-04 12:22:05,2023-02-04 12:22:05,76.89,2.46,420.0,13.44,0.0,0.0,BRL,5.4418,BR,4f0b26a0-1ffc-11ec-9281-9fb241c8f2a6,1-12,NO ESTABA NOV,NO ESTABA DIC,NO ESTABA ENE,MC
T-57873-8d773a59-2873-4357-8464-80732537e90c,BR-P1-12-245821,0,2023-02-04 15:26:48,0,76.89,2.46,420.0,13.44,0.0,0.0,BRL,5.4418,BR,e12f1ea0-8124-11ec-82a9-cd7a94191aff,1-12,NO ESTABA NOV,ESTABA DIC,NO ESTABA ENE,MC
T-57873-03752be7-e7a6-4eb3-8734-f9e67d1157a1,BR-P1-12-156780,0,2023-02-04 15:27:20,0,76.89,2.46,420.0,13.44,0.0,0.0,BRL,5.4418,BR,e12f1ea0-8124-11ec-82a9-cd7a94191aff,1-12,NO ESTABA NOV,ESTABA DIC,NO ESTABA ENE,MC
T-57873-10b90dfc-909d-4ae1-9b16-1e73d18d5c05,BR-P1-1-136586,057eb939-a181-4764-a85e-7426de1369a0,2023-02-04 15:39:45,2023-02-04 15:39:44,9.15,0.29,50.0,1.6,0.0,0.0,BRL,5.4418,BR,c599bc80-7584-11ec-b42d-db092123ffe2,1-1-,NO ESTABA NOV,NO ESTABA DIC,NO ESTABA ENE,MC
T-57873-fac1132a-b93a-449a-b65d-3e42f780df39,PA-P1-1-680289,DLPA0288000656103711,2023-02-04 16:37:12,2023-02-04 16:37:12,10.0,0.5,10.0,0.495,0.0,0.0,USD,1.0,PA,ed7cfb39-3ddf-4d5c-9e68-441d40cec8b2,1-1-,NO ESTABA NOV,NO ESTABA DIC,NO ESTABA ENE,VI
D-57873-6bbd7c11-28d1-423f-9a60-d626fa2334f7,BR-P2-1-830750,QRS1TXWIPLM5OLZDRZJSRD5PURQC7FRII1I,2023-02-04 17:14:53,0,25.89,1.01,141.43,5.5158,0.0,0.0,BRL,5.4418,BR,79d22d2c-9616-404e-8636-ca3d17bad7bd,2-1-,NO ESTABA NOV,ESTABA DIC,NO ESTABA ENE,PQ
T-57873-7fe60fd1-22a2-4e31-923a-82f21b4ee2bb,MX-P1-12-237147,920134090882,2023-02-04 17:28:15,2023-02-04 17:28:14,82.9,2.65,1668.0,53.376,0.0,0.0,MXN,20.1217,MX,a44bf2d0-7ee7-11ec-9cef-734e15d20eaa,1-12,NO ESTABA NOV,NO ESTABA DIC,NO ESTABA ENE,MD
T-57873-2771ea16-e654-443a-8ea5-6567c085ece2,BR-P1-12-789459,0,2023-02-04 19:39:42,0,76.89,2.46,420.0,13.44,0.0,0.0,BRL,5.4418,BR,e12f1ea0-8124-11ec-82a9-cd7a94191aff,1-12,NO ESTABA NOV,ESTABA DIC,NO ESTABA ENE,MC
T-57873-a9593db0-c0c7-4eb2-a723-43c649ab3dab,BR-P1-12-320927,0,2023-02-04 19:42:50,0,76.89,2.46,420.0,13.44,0.0,0.0,BRL,5.4418,BR,e12f1ea0-8124-11ec-82a9-cd7a94191aff,1-12,NO ESTABA NOV,ESTABA DIC,NO ESTABA ENE,MC
T-57873-40eabb9e-5591-4c8c-91b3-00e3181ed904,BR-P1-12-263770,0,2023-02-04 19:43:03,0,76.89,2.46,420.0,13.44,0.0,0.0,BRL,5.4418,BR,e12f1ea0-8124-11ec-82a9-cd7a94191aff,1-12,NO ESTABA NOV,ESTABA DIC,NO ESTABA ENE,MC
T-57873-8ae74cbf-c629-4856-93b9-b5cd0b94eed8,BR-P1-12-493413,0,2023-02-04 19:43:23,0,76.89,2.46,420.0,13.44,0.0,0.0,BRL,5.4418,BR,e12f1ea0-8124-11ec-82a9-cd7a94191aff,1-12,NO ESTABA NOV,ESTABA DIC,NO ESTABA ENE,MC
D-57873-09a4fb3f-3e4c-4bbd-8306-b2f031edd511,BR-P1-1-341232,QRS1TXCHXZNZNZAXVTTHHQ6ONZGXPTYQR1B,2023-02-04 19:43:57,2023-02-04 19:46:33,9.15,0.36,50.0,1.95,0.0,0.0,BRL,5.4418,BR,fe1e6730-7d66-11ec-b2b8-95d925f19498,1-1-,NO ESTABA NOV,NO ESTABA DIC,NO ESTABA ENE,PQ
T-57873-8876ae09-585f-4b1a-83b4-ee4d4261fdd0,BR-P1-12-553431,f9e74469-3bd9-433c-a560-8afcbe657830,2023-02-04 19:48:04,2023-02-04 19:48:03,76.89,2.46,420.0,13.44,0.0,0.0,BRL,5.4418,BR,e12f1ea0-8124-11ec-82a9-cd7a94191aff,1-12,NO ESTABA NOV,ESTABA DIC,NO ESTABA ENE,MC
T-57873-488c50b0-0581-4572-a576-90d0ea7495b8,MX-P1-1-616584,820138411160,2023-02-04 19:51:14,2023-02-04 19:51:13,9.87,0.32,198.57,6.3542,0.0,0.0,MXN,20.1216,MX,7b699640-4815-11ec-80ca-03c20184e1ba,1-1-,NO ESTABA NOV,NO ESTABA DIC,NO ESTABA ENE,VD
T-57873-aaf9307c-79da-4d13-aad6-f00e6040510f,PA-P2-1-991086,DLPA0288000657152210,2023-02-04 21:22:13,2023-02-04 21:22:12,27.14,1.34,27.14,1.3434,0.0,0.0,USD,1.0,PA,3b395090-3418-11ec-92fe-dd39253e6f85,2-1-,ESTABA NOV,NO ESTABA DIC,NO ESTABA ENE,VD
D-57873-2f58622a-e328-41c3-a779-c4118ec846cc,BR-P1-1-684227,QRS1TXROAM6EIKWXEU4HGYFVSBVBZYS2UJW,2023-02-04 21:48:45,2023-02-04 21:50:26,9.15,0.36,50.0,1.95,0.0,0.0,BRL,5.4418,BR,a4df929d-ae2a-4059-9c10-2c7dff962257,1-1-,NO ESTABA NOV,NO ESTABA DIC,NO ESTABA ENE,PQ
D-57873-b304dff0-9078-4447-b62b-2e5190c2f142,BR-P1-1-829876,QRS1TXD3IOSLEF7HOMAXYIX1UUTJKQUKPES,2023-02-04 21:53:37,2023-02-04 21:54:59,9.15,0.36,50.0,1.95,0.0,0.0,BRL,5.4418,BR,a3112479-7f86-410d-bfe8-74c947badea7,1-1-,NO ESTABA NOV,NO ESTABA DIC,NO ESTABA ENE,PQ
D-57873-3cfe76e7-6166-4491-a773-b717c29200cf,BR-P1-1-816387,QRS1TXVTH3MHUCUJEG7IIVZ61ZVVXPIDEFI,2023-02-04 22:01:59,2023-02-04 22:06:01,9.15,0.36,50.0,1.95,0.0,0.0,BRL,5.4418,BR,3acd9160-0b73-11ec-bb1b-099f990869d8,1-1-,NO ESTABA NOV,NO ESTABA DIC,NO ESTABA ENE,PQ
D-57873-3902e271-6ca3-4b19-9425-560582bda6a8,BR-P1-1-604852,QRS1TXLJWZ0HJT2ORKYBO08T4DRZM7QBS8X,2023-02-04 22:11:59,2023-02-04 22:12:36,9.15,0.36,50.0,1.95,0.0,0.0,BRL,5.4418,BR,874c4fff-8070-4358-abb2-84c2683890d5,1-1-,NO ESTABA NOV,NO ESTABA DIC,NO ESTABA ENE,PQ
D-57873-6d7b9283-a598-427f-83ff-d9d284e3d3d6,BR-P1-1-206538,QRS1TXKGS2WNKXQXKYKXPXCOSNM80TTPNKT,2023-02-04 22:56:03,2023-02-04 22:57:51,9.15,0.36,50.0,1.95,0.0,0.0,BRL,5.4418,BR,5eb1bf75-1efa-4231-9eb9-4bbb8feb6411,1-1-,NO ESTABA NOV,NO ESTABA DIC,NO ESTABA ENE,PQ
D-57873-08d3cf3c-ffe3-49f1-a8e0-691e30db0532,BR-P1-1-906034,QRS1TXU7LNINFWADQ1WFMYBM0HCWOUYUTAI,2023-02-04 23:24:29,2023-02-04 23:26:38,9.15,0.36,50.0,1.95,0.0,0.0,BRL,5.4418,BR,04780264-0099-4bde-82b6-d4416b9edbe9,1-1-,NO ESTABA NOV,NO ESTABA DIC,NO ESTABA ENE,PQ
T-57873-c87cfe05-65e2-41ee-a40a-c7eb92d20084,BR-P1-12-380500,d526b350-9832-4180-bb08-b842a64d6a11,2023-02-04 23:35:25,2023-02-04 23:35:25,76.89,2.46,420.0,13.44,0.0,0.0,BRL,5.4418,BR,5ed6bf4f-ccb5-4916-8d96-b976fb31011e,1-12,NO ESTABA NOV,ESTABA DIC,NO ESTABA ENE,MC
D-57873-a2d79a24-b2cd-4f7a-a4ad-b44426cc4a02,BR-P2-1-897634,QRS1TXDNN93E2AA6PNND3A5KR1CLPMNDOLM,2023-02-04 23:37:22,2023-02-04 23:38:01,25.89,1.01,141.43,5.5158,0.0,0.0,BRL,5.4418,BR,2106dd60-7c85-11ec-a90e-d14ef0cd1825,2-1-,NO ESTABA NOV,NO ESTABA DIC,NO ESTABA ENE,PQ
D-57873-7d1c49f5-32ce-4be2-b6b8-170e6c154a80,BR-P1-1-915236,QRS1TX45IKIQ6BDGKJ9YEVGTUN9YZCUE2LY,2023-02-05 0:33:22,2023-02-05 0:34:12,9.15,0.36,50.0,1.95,0.0,0.0,BRL,5.4418,BR,4f5a10af-9836-4cf7-b082-eefe2d869cff,1-1-,ESTABA NOV,NO ESTABA DIC,NO ESTABA ENE,PQ
T-57873-c845ca4e-560e-45f8-afdf-8ef4a2627f46,BR-P1-6-433958,fd89454e-01bf-459f-be01-d5496d5e8dd0,2023-02-05 1:19:10,2023-02-05 1:19:10,43.94,1.41,240.0,7.68,0.0,0.0,BRL,5.4418,BR,c26c0e0a-3dbf-40db-a20d-2d8e916876cd,1-6-,NO ESTABA NOV,NO ESTABA DIC,NO ESTABA ENE,MC
T-57873-c2ffcfbd-a84b-425a-aa21-90b4aa607c60,MX-P1-1-513830,820138965421,2023-02-05 1:49:41,2023-02-05 1:49:40,9.87,0.32,198.57,6.3542,0.0,0.0,MXN,20.1216,MX,0a7d4c30-7c4b-11eb-adde-c937e5da0104,1-1-,NO ESTABA NOV,NO ESTABA DIC,NO ESTABA ENE,MC
T-57873-d52d9bbb-e9aa-485c-9753-1e9e4f3b2281,BR-P2-12-103243,f70d06ec-4867-4b16-b71d-3759e61ff8d6,2023-02-05 4:54:10,2023-02-05 4:54:09,217.48,6.96,1188.0,38.016,0.0,0.0,BRL,5.4418,BR,56f94581-48d9-4f87-bfac-065940c70e95,2-12,NO ESTABA NOV,NO ESTABA DIC,NO ESTABA ENE,MC
T-57873-b6681d38-9a88-4274-93fe-f793666c868d,MX-P2-1-161598,730129154897,2023-02-05 6:30:42,2023-02-05 6:30:42,28.33,0.91,570.0,18.24,0.0,0.0,MXN,20.1216,MX,f5a0834d-7e86-4088-b214-8b454a790ede,2-1-,NO ESTABA NOV,ESTABA DIC,ESTABA ENE,VI
T-57873-a4eb414d-2aed-496c-9c9c-bc5752e8d3cb,MX-P1-1-120794,820139284588,2023-02-05 6:30:42,0,9.87,0.32,198.57,6.3542,0.0,0.0,MXN,20.1216,MX,c3dbaa35-3a95-46ba-b580-0cb959c97a86,1-1-,NO ESTABA NOV,ESTABA DIC,ESTABA ENE,MD
T-57873-f280baa3-1fb5-4015-9e1c-6226cdcacf69,CO-P1-1-973451,166862,2023-02-05 6:30:42,2023-02-05 6:30:41,9.75,0.57,48571.0,2817.118,0.0,0.0,COP,4982.541,CO,7ba18320-a1a8-11eb-9bfe-f963d7bd4b43,1-1-,NO ESTABA NOV,NO ESTABA DIC,ESTABA ENE,MC
T-57873-b08d3781-410d-4d34-b2f0-0db2d789a27b,CL-P1-1-544748,2233164125,2023-02-05 6:30:43,2023-02-05 6:30:43,10.98,0.45,9271.0,380.111,0.0,0.0,CLP,844.2889,CL,c9165768-ae6d-45f3-b425-478b8f06cf47,1-1-,NO ESTABA NOV,NO ESTABA DIC,ESTABA ENE,VD
T-57873-800994ff-e1fa-474e-9d6d-086ebc25a7ea,CO-P1-1-175155,0,2023-02-05 6:30:43,0,9.75,0.57,48571.0,2817.118,0.0,0.0,COP,4982.541,CO,cc59c499-ce71-4b6f-aab0-6a75e22f6f81,1-1-,NO ESTABA NOV,ESTABA DIC,ESTABA ENE,MD
T-57873-3591de82-79e0-4bb4-843d-8651086476bb,CL-P1-1-503267,0,2023-02-05 6:30:43,0,10.98,0.45,9271.0,380.111,0.0,0.0,CLP,844.2889,CL,11f89b3b-316d-4800-a47b-3c167d1403be,1-1-,NO ESTABA NOV,ESTABA DIC,ESTABA ENE,VD
T-57873-011318ad-5227-4343-928e-4c9db85a6e29,BR-P2-1-778648,0,2023-02-05 6:30:45,0,25.89,0.83,141.43,4.5258,0.0,0.0,BRL,5.4418,BR,fd211e00-b2e2-11eb-ad23-0347ddf29363,2-1-,NO ESTABA NOV,NO ESTABA DIC,ESTABA ENE,VI
T-57873-1d1069a9-66a3-485b-8422-03a481c6854c,BR-P2-1-405093,6719409a-07d8-4beb-8ec8-679ce756170e,2023-02-05 6:30:47,2023-02-05 6:30:47,25.89,0.83,141.43,4.5258,0.0,0.0,BRL,5.4418,BR,2e41d480-1fc5-11ec-8ba7-bd28f2af789b,2-1-,NO ESTABA NOV,NO ESTABA DIC,ESTABA ENE,MC
T-57873-89aa557a-c1db-400a-91f1-850a1b0d7750,BR-P1-1-764453,4e25d854-bbf5-450e-a344-0dad62766f14,2023-02-05 6:30:48,2023-02-05 6:30:47,9.15,0.29,50.0,1.6,0.0,0.0,BRL,5.4418,BR,df64fa85-3e36-4ccc-b2f8-819450f577a9,1-1-,NO ESTABA NOV,NO ESTABA DIC,ESTABA ENE,MC
T-57873-3d089875-a03d-42ba-aff1-fc59299175af,BR-P1-1-981288,0,2023-02-05 6:30:48,0,9.15,0.29,50.0,1.6,0.0,0.0,BRL,5.4418,BR,1028893d-7d5c-4d4b-815b-7203803d4a74,1-1-,NO ESTABA NOV,NO ESTABA DIC,ESTABA ENE,MC
T-57873-f15158e9-a20c-4533-99c5-ef2340d20c8a,BR-P1-1-932810,7ab81d44-02c1-492b-8b3f-5b51212e66cc,2023-02-05 6:30:49,2023-02-05 6:30:49,9.15,0.29,50.0,1.6,0.0,0.0,BRL,5.4418,BR,68bec530-06ca-11ec-8d04-9f429384db1c,1-1-,NO ESTABA NOV,ESTABA DIC,ESTABA ENE,VI
